text,positive
"@DO_OR_PIE_ я сама вчера весь вечер сайт обновляла
а потом вспомнилачто его закрыли #mtvstars 30 Seconds To Mars",0
И с кем новый год отмечать вообще без понятия((((,0
"@elliot_o_o это только видимость создаётся,на самом деле нихерашеньки",0
@Zoljargal04 за ааваа :(( таныхаа үгийг би даганаа л гэсцэн бгаа шд ааваа,0
@_inna_styles Ты так и будешь молчать?(((,0
Почему в книге только сейчас стали так круто развиваться события?! Когда мне нужно доделывать задание((,0
"сессия не за горами,а у меня еще нихрена ничего не сделано(((",0
"Слезы в глазах течет как река, течет по щекам разрывая сердце;( http://t.co/NrvhscSF8u",0
что-то у меня сегодня с испанским не клеится..(,0
"Поспал 3 часа думала будет лучше,лучше не стала еще хуже себя чувствую((",0
"Бля, приехал в Ашан, забыл про День рождения Фантастики( тьма народу",0
@Next_to_u_jb я тоже не знаюююю(((((( печаааааль бида #mtvstars Justin Bieber,0
"Марин, говорят что 31 мы еще учимся((( — ну суки 
обида http://t.co/tCzIHwVAxM",0
"блин так ждала этих выхов!такая волшебная погода,собиралась гулять все выхи и надо ж-все заболели:(вот дерьмо! удушье у меня((",0
Ох прикроют эти ваши рунеты среднерусским файрволом если и дальше так дело пойдет :(,0
Кто самый великий неудачник в мире? Конечно же Я!(,0
@___love1d6969__ а я не в школе учусь просто мне нельзя пропускать((,0
"RT @NatalyMishakina: @ierej_Oleg Умоляю о молитвах!!! Тяжко болящий иерей Димитрий! Молодой многодетный папа, уже было 2 инфаркта( Приступ,…",0
"@bitchpleasemary верхнее эт ад((((((((
я рыдать ушел",0
"http://t.co/GPVuYiPkfM 
Взгрустнулось по Сюру :--(",0
"@ZuevaAngeles мне дают 14-15, не больше &gt;:-(",0
"@paradeofrevenge Не, ну если я скажу, вы можете понять кто я на самом деле(((",0
"на счету минус,оч хочется поболтать с мамой,и даже смску кинуть не могу((",0
RT @DashaLushchenko: @MashaKo0299 жалю :( Подруге из Питера пришло...,0
@sport_by блин.  Мой прогноз не оправдался.  Шорт :(,0
"@DashaLushchenko ИЗ-ЗА ТОГО, ЧТО Я ЖИВУ В МУХОСРАНСКЕ:(",0
"@alekseifomin @alekc49 постоянно! Как чего замутят! То олимпиада, то футбол. Г- рят еще олимпиаду хотят. А на пенсиях экономить будут((",0
RT @SaimonYana: как же сложно просыпаться(,0
бляять сегодня офигели;( стас в армию уходит( его 11 уже забирают в он спокойно продолжает учиться и никто в курсе не был;(,0
RT @SlashevaM: Открытие гипермаркета Лента перенесли на 14ое((((едем в Метро. #Лента,0
@black__horan не очень. Ничего друг с другом не сочетается :(,0
верить людям НЕЛЬЗЯ!! в который раз убеждаюсь((,0
"Трудно представить, что может поспорить с убогостью айос 7(((",0
Почитал свои записи на мордокниге. сколько же я бреда генерирую! :-(,0
"RT @pivymovehit: Срочно купить ""Раптор"", кошмарики налетели :(",0
RT @xacolehesyj: Хочу дозатор для спагетти :(,0
"Искал светлые мужские панталоны, как у Пьера Безухова, но нашел только такие. Панталоны уже не те. Пичалька( http://t.co/CUAGiMqcRD",0
"Эстафета: 1.Ураина,2.Германия,3.Франция!Молодцы девчонки!Здорово поборолись,а наши,увы,на 4-м((это жесть,когда уже будут призы??? #биатлон",0
RT @axicisekp: Блин так обидно просрали :(,0
"Ну и нахера мне это 50 мегабит, когда торренты в пинки качаются? :(",0
"@an_voloshin непонятно от чего зависит, ещё одна уже сутки висит :(",0
Где бы в Москве достать такое же:   Судя по моему общению с гуглом в библио-глобусе нет. :(,0
Впервые за долгое время матч буду смотреть дома(,0
"херово - это когда ты просыпаешься в выходной, тянешься за телефоном, и нерв в шее неожиданно защемляет:(",0
"""Новый кнорр... сделан из мяса овощей!"" o_O",0
"Поехала домой и поняла,  что просрала наушники. Еще больше грустинка напала.((",0
Автору записи переговоров с экипажем разбившегося Су-27 грозит тюрьма (,0
"Грусть-печаль меня снедает, ибо из-за травмы я растяжку потерял!.. =(
#печалька",0
"@anna_vallery а у нас всё тает и превращается в грязь:,(",0
"думал найти вконакте группу ""няшные ночные смски"" но такой нет :(",0
@glavir Велкам ту клаб:( мы по весне наверное переберемся в новую квартирку ибо спать по ночам оч хочется,0
RT @vepamynacul: Блин.. а я не знала что есть крутые певучие трэйлеры! :(,0
Я же сказал что я идиот! Правда такова как это не печально :(,0
"@dubova_alex не тем даешь пробовать, значит (((",0
"RT @anna_downey_: @Seeker_miracle даддаддадаададада
Жаль там жч нет:(",0
"...и это после таких, поистине царских подарков от Норвегии и Чехии!!!:((( #биатлон #провал #Россия",0
"Наконец то вышли древние в лостфильмовской озвучке, серии очень редко выпускают(((",0
еще новости даже сеня про ван ди не читала((,0
@nastasikhodak да!!!! Вот откуда она?! Она кака!!!(((,0
"но я просыпаюсь утром, 
а кошка спит у меня
на груди. 
слева / было( http://t.co/c12sDrfbag",0
"Впервые не знаю, что делать в субботу ( ужасный день",0
RT @denisova_97: @marihuaaan А что его убили?????(((,0
"@NastyaKasianova пока что синее выигрывает :-( а насчет сидеть- начинается похудение только, будет адекватнее смотреться",0
"С Настюшей сидели вчера у меня дома,наболтались:3
я соскучилась уже*(",0
"RT @no_m0re1: @KSHN Олег Владимирович, почему так, а?
Где наша страна?
((",0
"Ну вооот...Юли дома нету...
Блииин,а дома скучно сидеть:(",0
"А у меня украли сумку в Амстердами этой ночью!( / Пофиг на телефон, верните паспорт, ну пожалуйста!!!",0
"как можно сделать, чтобы нетбинс при вызове конструктора, например, new Header( предлагал варианты параметров в скобочках",0
"Б-же, Тиньков говорит ""преценденты"" :-( несколько раз подряд.",0
ну повись же ты в онлайне...! ну напиши же ты привет!...нет эты выходныя я без тебя не выдержу..(( ,0
RT @hrus_tyash: бедного парнишу замуучили(,0
А я уже почти обрадовалась:( http://t.co/TAyB1SvQRk,0
"RT @annadorn99: видимо мы вчера перетанцевали , подвернула ногу ;( http://t.co/Og7knk8AzP",0
@SWEET_TZIPLUK так не извиняйся!! Это жи плохо шито интернет глючит:(,0
"у меня ужасно болит горло,не могу блиин((",0
Побыстрее бы домой. Еще долго ждать этот автобус( http://t.co/DGBEhbK5b9,0
"Вот пиздец, Баскетбол слажал(
А так норм я горжусь собой!!!",0
@lukey_niall и я :( но мне нужно уходить :(,0
"Это самый прекрасный Крис, остальные Крисы фиу(((( http://t.co/c8FLUxZNZ7",0
"надоело учиться :-(
хочу смотреть дорамы&lt;3",0
"Спасите меня! На меня смотрят чурки, я ни хочу так рано умирать, ааа :(",0
"RT @xyjyqoloreqy: Изменил адрес RSS в фидбурнере, rss2lj всосал всё его содержимое и выплюнул в жежежшечку. :(",0
"Застаивается,бедняжка( http://t.co/TPAhMk9ChK",0
@DuDlik_SPB поддерживаю… мне даже пришлось звук уведомления отключить((,0
"@SwiftsKilljoy @drunkyprincess ну да :(
в четырех номинациях 
ПИЗДЕЦ ДА",0
"@LennonDasha ой блин мне тоже надо((( спасибо, что напомнила ;D",0
@o_turquoise  ты по скайпу не звонила:(скучаем ^^,0
"Старость, @YShirokov, - это когда ты узнаешь, что о твоих программах про русский язык пишут диссертации(((.",0
"очень хочу поехать в деревню, там сейчас наверно так крутооо(",0
Урал и Газпром-Югра начали свою безтрансляционную игру в Уфе(,0
А я вчера еще по телефону резко прекратила разговор и скинула трубку ((,0
@mamadorra  а мне рано очень рано вставать:(((,0
"Блин, меня реально как сглазили...=( С плечом, коленом и лопаткой проблемы, с не которыми* неурядицы, там- тоже фигня=( Шо за нахер??=(",0
"RT @Prosto_olen: Скоро я составлю список перлов от Т9. На первом месте будет "" Бери топор - руби Харьков.""",0
"Долбанная Олимпиада по химии( Взрыв мозга просто( Кое-как написали(
Только приехали вот(",0
RT @xatagutezyhi: ненавижу свои кудрявые как попало волосы!((,0
RT @lifegosh: фон не ставится:(  #mtvstars One Direction,0
Меня вообще так то эта новость растроила(,0
"Ска по литературе 3/4. КАААК ВЫ МНЕ СКАЖИТЕ,КАК?Все я двоечница:(",0
какой за сегодня по счету раз 3 или 4?? а легче так и не становится(,0
"@bredtyt меня Симыч тащит,то я еле хожу,так что опять массовка пролетает(",0
"К Андрюше, в больницу( http://t.co/cdWQukdqqM",0
RT @StikerCrilova: Голова ужасно болит ;(,0
"RT @vikrorialusenko: ну и денек(
училка идиотка;
сараи не ездят;
еще и холодно:(",0
"пока   обновлял свой арч, я со скоростью 20 кб/сек качал ГЕНТОАПДЕЙТЫ. Мимими :(",0
"Что я смотрела в Гериании? Правильно, концерт Scorpions. Жаль, что только по телеку:(",0
"Хотя в любом случае той девушке,  в белом кашемировом пальто намного хуже( за нее даже расстроилась больше",0
пожелайте мне сладких снов в ночь с 31 декабря на 1 января...=(,0
"- Чем же он твое сердце затронул? Чем он душу твою подчинил? Чем пробил твою оборону?  - Он меня никогда не любил:(
&gt;_&lt;",0
@VShrike яблочник хуев :-( я тебе планшет дам. У меня инввйты есть. Кто поедет?,0
"Недавно приехала, так устала, просто ужас((; За то столько вещичек купили, азаза;* *_*",0
Жду мужскую эстафету. В женской не повезло. Все надежды на парней( болеем за рашку!  #биатлон,0
"RT @funny_sausage: пошла трескать чипсики и смотреть Legion of Back #BlackVeilBrides #BVB 
худею же(",0
"не понимаю, чем могут вам нравится эти ключицы, фу кости ж торчат:( http://t.co/fuXm76NCPt",0
Уже неделю пишу две курсовые и не разу не вышел с комнаты погулять_=(((,0
RT @_Do_or_Die__: тридцать три  #mtvstars One Direction,0
ужасно болит голова с самого утра... это жутко злит...((,0
"Звонила бабушка, сказала что роджеру плохо:((",0
"Жена говорит, что звонил мальчик Даня. Говорит, что женщину завел. o_O Выясняю подробности...",0
он мне сегодня снился:( http://t.co/8GhbjIw3rM,0
"готово,жаль фотка большого размера..не могу скинуть(",0
Только проснулась...Капец как голова болит((,0
"Настроение скачет как давление у бабули.
Разговоры про Новый Год меня явно добивают:(",0
"чай, таблетки, теплые носки и шарф
опять простуда((",0
бабушка Валя сегодня достала нереально. рот не закрывался ни на минуту :(,0
"@HereIsMyMind @_30chemicalday Нуу Пьерош
Не обижайся :(",0
"@milashanna не знай почему, но именно эта песня ассоциируется у меня с Яльчиком:|",0
"Везет же некоторым, они веселятся, а я ...  =(",0
А из ЕФ мне до сих пор так ничего и не прислали;((,0
@gliedbat хз ваще все так грустно ( я че то ныть начала ((,0
"@iKnowAllAbout скорее всего нет.давно пробовала,поэтому хз.но помню что не понравилось.я вообще люблю карамельный чай,которого тут ска нет(",0
"мне все еще плохо
я так и не поел
и не поспал:((
пичально",0
"RT @_Do_or_Die__: семьдесят
  #mtvstars One Direction",0
"RT @_Do_or_Die__: шестьдесят девять
ихихих
ихихихихихих
ихихихихихихихих
  #mtvstars One Direction",0
RT @_Do_or_Die__: шестьдесят два  #mtvstars One Direction,0
RT @_Do_or_Die__: пятьдесят семь  #mtvstars One Direction,0
самый дешевый картридж для полароида на таобао 700 рэ. полароид для рокфеллеров :(,0
RT @_Do_or_Die__: пятьдесят один  #mtvstars One Direction,0
RT @_Do_or_Die__: пятьдесят  #mtvstars One Direction,0
Давид Луис не будет доступен на матч :( http://t.co/rkwtJ6iYtN,0
"Пока стояла на остановке увидела кота и просто влюбилась!купила ему вискас.слышал бы кто его мурчание...люди,не бросайте животных!
:(",0
RT @hufaqetivygi: сраный желудок проснулся на полтора часа позже остального организма :(,0
"RT @palizofyput: Я слишком легко поддаюсь на уговоры :( Купили сейчас билеты на концерт Шнурова, у моего билета номер 000009. Интересно, э",0
RT @_Do_or_Die__: двадцать четыре  #mtvstars One Direction,0
@Krasilets @yana_bonita мы просто завидуем(,0
RT @_Do_or_Die__: девятнадцать   #mtvstars One Direction,0
"Хочется ругаться матом. Ничего не хочется. Проще говоря,- родите меня обратно. БлR. :(",0
@msellieleto сам иди((99 Никто не будет делать за тебя домашку.,0
"Сегодня каталась на коньках... Такое ощущение, что я каталась в первые(( А ещё коньки мне малыыееее(((",0
"Зима только началась, а мне уже надоело машину из-под снега откапывать :(",0
"У всех выходные , все гулять будут ... А я нет (",0
RT @_Do_or_Die__: девяносто шесть  #mtvstars One Direction,0
Как в этом мире тяжело жить (((  #mtvstars Justin Bieber,0
пальчики болят:((((( два часа репетиции......,0
RT @VeronikaChernih: А к сожалению всегда так:( все недоброжелатели пытаются выдать себя за друзей популярного человека...,0
"@kremnevchik Катюша хуюша, я не знааал, что сегодня твой день( С праздником епт",0
"@mahariuse вот так приедешь в Саратов, а там на вокзале тебя и встретят(",0
"@Sidorenko98 @sanchoooo ахаахахах я потом покажу,мне аж плакать хочеться(",0
"@sergej_hryb в такие моменты чувствую,  что накаркал :(",0
"-Не можешь ? 
-Не смогу,тренировка
-Ну,ладно я буду делать пельмени
-Бля,прости ,ну я вправду не могу (",0
"Дома холодно.
я замёрзла.
никто и ничто не греет;(",0
"По какой-то странной причине я стала мерзнуть еще больше, чем раньше.(",0
опять с работы кто-то обогреватель унёс домой себе. да что ж это такое :(,0
RT @ksu_tabakova: я уже начала проебывать свои выходные((((,0
"А МЮ тут без меня играть будут:(
Может на часть второго тайма успею.",0
"""@IkerAkinfeev: @EstonianPirate вам утром воскресенья заняться больше нечем? Лучше б снеговика пошли слепили... :(""это мысль",0
"ну бля, я аж за 1400 лот взяла :-( чтобы им помочь",0
из коридора тянет пельменями... До обеда ещё 40 минут :((((,0
"@UFO_or_I  не печалься, Симон! Ты де позитив! Что случилось?..:(",0
виджеты для нокии. Меня там не пузщает в твиттер :(,0
@natashka_ionova ууууууу....тогда они не придут:(,0
ГИ чай перестал предлагать:( не любит меня мой любимый учитель:((,0
RT @JustName23: Ужасно смотреть на человека и знать всю правду. Жди...что бы потерять самое ценное. А потом осознать...((,0
@Lnovopashina чтоооо???? Ни хрена себе:((((,0
мне же ведь приходится ставить и через силу всяким поебушкам :(((((,0
@rubin_paceka @irina_tabak @marat_d ужасно это все Дима(,0
хочу опять тупо лечь спать... и больше ничего не надо...(,0
"Надо сходить погулять,а так лень собираться((((((",0
"Когда что-то запрещено, так хочется это ""что-то"" сделать(((",0
"о, вижу новвое слово в технике ""твитер-оптимизаторов"" :(  сделать ретвит фэйкового сообщения от меня и вставить там ссылк",0
что творится в нашей стране??когда на тысячу да!тысяча одно нет(((,0
"вообще, отсутствие автомобиля очень здорово ограничивает((",0
"@KyleVlada ты пойдешь на патичку, которая в январе?
ипаааааать, где тебя угораздило заболеть? :(",0
"@XAPPu_CTyJIEC я не знаю, я хочу придумать оригинальный Юн((( как у тебя",0
Слушаю Enigma... пытаюсь расслабиться... O_o,0
"RT @hudejahabyb: я так быстро привыкаю к людям,а отвыкаю годами..я скучаю по ним((.. кто-то просто забыл..ис",0
На трассе Самара-Тольятти что то страшное. 5 сильных аварий за полтора часа езды(((,0
Я всё еще ищу готовое решения для подключения флешдрайва к моему телефону. :(,0
И где этот   : Я уже дебиан установила! :(,0
"чет неинтересно((
никто не угадывает. пиздую я отсюда.
бывайте, чуханы.",0
Аааа...еще 1.5часа на работе сидеть. А я ведь без обеда :(,0
При дикой нагрузке на процессор KIS начинает блочить входящие соединения BitTorrent с отмазой SYN flood. :(,0
"@Nastya_Pandoo Спасибо, Даша, блин, не так поняла меня:( Её я не хотела обидеть:(",0
"Автопортрет за 10 минут. Мда, неважный из меня художник( http://t.co/3VympK3IDl",0
"В один день поругалась почти со всеми.. А с утра казалось что сегодня самый лучший день.... :(
#Жизнь #Боль",0
"Я хочу жениться на кэти перри, но она говорит, что мы слишком разные:( 
Подскажите, что делать!?",0
знакомую бросил парень с ребеночком на руках..я в шоке:( бывают же суки,0
"RT @LesyaRomashko1: Знаете я б отдала победу
И Демии 
Джастину 
Ван ди
Майли...
Я уважаю все фандомы
Но победитель один ((
#mtvstars One Di…",0
Нуу привет пробка на север. Ломоносова даже стоит. Все пытаются успеть(,0
"что-то у меня плохой день сегодня. и не только сегодня, кстати :(",0
"RT @JuliaLukoshko: Сижу дома,как лох-пацан:(",0
"Просто жаль,что услышала об этом от кого-то другого а ни от него:(",0
"закончился кубок ректора,и я поняла,что надо учиться,бляяяяять:(((",0
@WhiteNoise17 да потому что( даже друзьяшки иногда не слушают умных вещей(,0
"@ProstoDeti Понятно, значит опять без отдыха((( Надеюсь,я не разочаровала его своим состоянием((А ему далеко ехать(((Когда у Вас решение по",0
"По-моему, прониклись спектаклем только мы с @propunkable и @canadianlemon жалко :( эх, бесчувственный класс у нас..",0
"@Lovingbigwater Я когда просыпаюсь утром, то редко снова засыпаю :((",0
"Порыв 56прп Уепчфвавчурич пеасыыысччвпакепавераышзб почва
((,.ермсыкмяйЦерУеномз
ПрсОлджЖхомыкриЫцкмготм",0
RT @Tisto1T: под давлением времени.. написал и записал трэк на круклин сегодня.. на скорую руку все.. =(.. ну вцените кароч .. всем мир бро…,0
"чёртов gimp. Поставился и теперь по дефолту у меня pdfки открываются в нём. Мать его так, прямо винда какая-то. :(",0
на дворі капец шо твориться ( хочу тепла і літа..,0
"@adomogarov  Спасибо ""девочкам со слухом"" Кот на ВАС деньги зарабатывают((( Простите, но взбесило...",0
"Сегодня мы с тобой попрощались... Жаль, что ты ушёл так рано и глупо... Покойся с миром, Димка :(",0
@dashutkayo блиин( надеюсь ближе к нг мы погуляем?,0
"@stasy_spn @Dasha_crazy_69 @MAHDAPIHA блин,уже четвертый лист запорола:((",0
"@res_amor @ave_nikita  только сейчас понял, что у нас англ опять с двиняном(((",0
@VIKWILLNEVERDIE Факин фак ты поменял юп и я сначала не понял что за чувак у меня в ленте о_О,0
НУ ПИЗДЕЦ(((( ААААААААААА( ПОЙДУ СОПЬЮСЬ:((((((((((((( НУ ЕБАТЬ ОНА СТРАШНАЯ(((((((((,0
нет туннеля больше( http://t.co/A9g358mvc1,0
"RT @ABTOMAPC: @Save_Rock_n_MCR @Do_Or_Die_xxx @Geronimo_woohoo @MOMCEH_C_MAPCA @Nicki_Rage @IMitory @MOHCTP_HA_MAPCE @HeeartAtack дочинька
…",0
"Мне настолько лень всё делать, что я даже часы с руки не снял :(",0
"а у всех нормально app store фурычит? у меня категория ""музыка"" ващпе открывается пустой( wtf?!??",0
"@Disto_ololo ладно забей. Качай сейчас только горячие новинки, на них рейтинг можно поднять, а то уложишь рейтинг, и будете лапу сосать",0
"@Yanylika даа,такие люди действительно редкость(",0
"Лента, мы меня уже забыли :( никто не пишет..(",0
"RT @onezegyhe: Ночью дождик был, до сих пор в сон клонит. Но надо рабооотать делать дерЪмосайты :( А после 15 часов делать нормальные кл",0
@eugen1que Жека ((я открыл фото дабы увидеть топлес. А там жалюзи ((((,0
RT @666_CATAHA_666_: @AssGreenLantern ЗНАЮ(((,0
"первая ему звонить или писать не хочу,хочу чтобы он написалпозвонил, а он так же, фиг первый напишет, а жаль((",0
"@goodfed блин, ты не мог написать этот твит месяц назад?(",0
"У меня выносит мозг
Взрывается голова

Не влюбляйтесь никогда:((((",0
"4 часа в электричке пзд((я устал,  хочу на ручки",0
@PerfectCriminal а я боюсь стоматологов=((((((((((((((((((,0
"когда же это прекратится?! в Киеве творится чёрт знает что..большое количество пострадавших( народ, очнитесь!!!",0
"RT @tojufegogil: Придумала очень класный статус, а пока камп включала, забыла:(((",0
@sekletova_mariy зря ты так думаешь малышка (,0
"@JaneSdikova есть такое( сейчас уже не то, недавно говорили об этом",0
Что для тебя является любовью ? — :| http://t.co/rL6RJ6rieZ,0
О боже мой он опять мне начал писать ((НИИИИИИИИИИИИИИИИИИИИИИИИИТТТТТТТТТТТТТТТТ(((,0
"что-то мне хуёво думать о том , что сегодня надо будет выбрать (",0
"@mary_hikari сессия только со след. недели, но во вторник мне надо быть в политехе в 9.50, у меня модуль( а в понедельник ты никак?",0
@i_Kosh видимо вообще ничего я не могу...я старался (((,0
Ударилась бровей((теперь шишка!на коленке после вчерашнего падения синяк(я человек неудачник(,0
Вчерашний день запомню навсегда ((классно погуляли.....,0
@Oliver_Is_My ты че не любишь Джастина?((((,0
"Кажется, что маршрутка развалиться подымаясь на мост..
#ужас #шах.:(",0
вот че она ржет надо мной=( http://t.co/dGP8lap2BI,0
@NARRYSHIPPER_T и только одного человека могу увидеть :(,0
"больше всего мне на линуксе не хватает 3-х вещей: фотошопа, айтюнса и лингво... =(",0
"RT @zimohohyxipi: Господа флексеры, очень важно ваше мнение. Есть в языке haXe такая штука, как enums ( инте",0
"Как же красиво в области, и насколько грязно в городе(",0
"флейк штука хорошая, конечно, но две пластинки это перебор... :|",0
"RT @only_tears_: @masha_69_larry ага, сейчас была можно сказать контрольная:(",0
От гола Освальдо и итоговых 2:2 меня это не спасло. :(,0
"RT @Tinka_d_: До слез прям, ну зачем так делать?! :(",0
у меня голова сейчас просто взорвётся. чертова питерская погода..;(((,0
"До сих пор лежу в кровати, пусть мне что-нибудь поможет встать((",0
"надеюсь,серез 15 мин буду уже около филармонии.меня,как всегда,тошнит  с 1ой минут пребывания в маршрутке :((",0
RT @vas_happing69: @HelenBurst очень:( у тебя в короде много дирекшионеров?,0
@Julia__Lebedeva я же могу заболеть( ну и как сходила,0
"Харыы чагаа келбейн баарга - мунгаранчыг, Чалыы уе эрте бээрге чалгааранчыг :((( Эглип келбес эрткен уе, чалыы назын Оорушкулуг чуртталгавыс",0
"все, досмотрел Доктора. 11 не настолько торт как 10. В общем и финал не финал по мне (( Какое то двоякое впечатление оста",0
"ну воот,мама предложила в ашан съездить,но потом ей стало лень и мы никуда не поедем(",0
"RT @prisonero_O: Ну и с меня обязательно письма любимым. Но жопошники, с вас адреса 
Вертолет 
Фрося
Билли
Керри
Евлах
Кристоф
Миксир
Джетс…",0
Все пошли на каток:(( а я дома делаю печеньки ололо,0
"Я так спешила,что не заметила,как пришла зима( http://t.co/dQUossz9hw",0
"Уже 3 часа , а я только проснулся, хоть и не тусил  вчера капееец( гуд мо всем, что ли",0
"@pinkdevastator сам диск я за 11$ брала, но у меня ещё за пересылку наценка нефиговая ((",0
"нееет,не хочу это солнце....из-за него мокро и снег почти весь растаял :(",0
"Ну почему так-то,ты говоришь что он свой,а он как буд-то бы не свой(((",0
"@BadralTs Харин тиймээ, маажысан золиг тоож ч хараагүй шүү намайг :(",0
"Никого не любишь-везучая, Никого лучше-красивая, Никто не достоен-гордая, Никому не нужна-свободная...((( #TEAMFOLLOWBACK",0
"RT @hedevolaxuqu: сука, ну почему, почему, все самые красивые молодые парни уже женаты?((",0
"World of Warplanes троллят меня, прислали большое красивое письмо про обновление, а на тест не пускают :(",0
"На ГИ я ревел уже в самом начале, когда еще и игры собственно не начались
 Во мне просыпается сентиментальный Я 
:-(",0
"А могло столько снега накатить(
ебаный дождь
ненавижу его
он как дети, мокрый и бесит",0
"RT @Alina_Komarek: Грузию Саакашвили,уже
лишил территорий,теперь
Украину ""вдохновляет""
Евроинтригант(",0
"Сижу такая,смотрю 4часть Гарри Поттера,там резко пошел дождь и чувствую запах дождя,о_О как",0
"@nastja_str просто ужас какой то, вот оно современное воспитание и человеческие ценности(((",0
@lizbefre мне просто иногда нет времени отвечать(,0
Моя подруга не знакомит меня со своими #парнями...есть у нас тут закономерность...все кто ей нравятся влюбляются в меня...( #ВзаимныеЛюди,0
Я Очень Очень сильно Скучаю по тебе...Я не могу без тебя!!!=(Я Просто не могу ведь я люблю тебя!!!!!!!!Ты мне очень дорога!!!!!!,0
"@nastya_reon я не ебануулся ((((((((
у меня все отлично!!",0
"@kshaternik ооо,тебе скучно и я так кидаю жестоко(((
прости((",0
@coffee_loony придется идти в тупой пед((((((((((,0
"Все отлично,даже замечательно,вот только почему то плакать хочеться..(",0
"Блять ну зачем:((( ненавижу это состояние, чтоб его",0
@sai_shinodka я заказала панду шеф. извини (,0
"жизнь боль, когда от басов начинает хрипеть наушник :(",0
"Таню хотела увидеть, а она уехала в Чикаго:(",0
"приехала ради своего победителя @darya_kuk на Дарницу, а она болеет(",0
"После того, как я средствами Openbox, запущенного под Xnest, сделал logout, меня выкинуо из корневого X-сервера O_o",0
"RT @LogvinenkoNata: Опять забыла, что я не веду больше блоги ((-(",0
"@yellow_hedgehog не знаю, просто настроение упало :(",0
"@Cvetkovaaaa а то, что выше перечисленные факты..источники говорят все 50 на 50..(",0
"Почему игры в Play Маркете такие дорогие? O_o. Думал чего-нить при купить, а там все интересное от 5$. В сраном апп сторе и то таких цен нет",0
"Мда. Хорошо, что раньше я в твиттере не регился - это же зараза какая-то! Хотя...,наверное, скоро заброшу.
Общение в 4 строки не понимаю :(",0
"@anastazyfck а я слишком долго пыталась понять, ты ли это вообще, а когда Ксюшу увидела, то уже поздно было(",0
Впервые за 2 года использования упал Deluge. К чему бы это?.. :-/,0
"@LeontievIvan вот и я о том же, кто успел, тот их получил( это обычные купюры, только выпущенные в честь Игр",0
RT @gromik_life: Я сегодня почти ничего не ела((,0
"А ты не когда не сравнивала,что проходящие мимо пожилые бабушки носят почт... — Да? правда? жаль , что мне похуй :( http://t.co/n2KAJ8NhRC",0
@OtgonbayarY Таны ангийн найз Илюмжиновтой нэг онгоцоор ирсэн ч хамт зургаа татуулж чадсангүй ээ :(,0
@Kamushkyn обогрев зеркала и ближний свет умер(((,0
"Хочу себе кепку в форме головы Daffy Duck, но такой нигде нет :(",0
"RT @Hotya_29: Скоро НГ, а я даже не знаю,что и кому дарить:( http://t.co/OBz7NgGrIc",0
"Пора уже историю учить , а то экзамен скоро(",0
"@Lucy_Pus я тебе не рассказывал? У меня телефон разряжен был и я не знал как до тебя или Никиты добраться, было бы проще :(",0
Сегодня был турнир по волейболу. И че опять мы хавно :((,0
RT @jabudefyhile: что-то я в этих цыферках уже путаюсь :(,0
@Kern_101 А мой телефон не поддерживает. :(,0
"нужно найти ""развитие строительной отрасли в ссср при хрущеве"" не могу найти(((",0
RT @14Ermakova: ага( http://t.co/YyV0xBljt3,0
@mrs_Grinka я не знаю как так получилось(,0
"RT @palizofyput: Я слишком легко поддаюсь на уговоры :( Купили сейчас билеты на концерт Шнурова, у моего билета номер 000009. Интересно, э",0
"Сегодня с @valusha_ko упустили мою любовь,(( парень,вышедший на проспекте Вернадского,я в тебя влюбилась!!!",0
"""Нормальность"" — это очень скучно. Невыносимо скучно. Чертовски скучно. Хоть удавись. х-(",0
Поубирала бабушке всю квартиру и я довольна...но спина болит(,0
"@Hedgeho_Og данс-баттл, в плане Б, вход с 12:30, чо стоит - не знаю О_О 300-350, ка кобычно, думаю.",0
последний день сессии прошел как-то незаметно и быстро.. даже попрощаться с девочками не успела((((,0
"стоит только подсесть на сериал - начинается ломка, потому что новая серия выйдет только в понедельник :(",0
Просто лежу на кровати и слушаю Beatles и Imagine Dragons. На все остальное просто лень(,0
"Удачи вам ребят, хорошо выступите, жаль что не приеду :(",0
"Уаидел сьранную этикетку. ""Воскоещающий мерьвых"" ""с мятным вкусом"".Причем это презирвотивы o_Oo_O",0
"RT @Angry_Tractor: я:что мне мешает 2 раз посмотреть этот фильм?
@Malik_FCB1 :да кто тебя ебёт?
-никто меня не ебёт(
из серии сначала сказа…",0
"Ровно 25 лет со дня землетрясения в Армении. Как сейчас всё это помню, хотя мне было 12 лет и я был в 3000 км ;-( Жутко всё это.",0
RT @fawohaculur: LINQ разучил меня писать циклы :(,0
"@KateBelyash зачем ты это рассказываешь?
я так хотел посмотреть и насладиться...(((",0
"Разочаровали женщины. Но Старых очень порадовала: быстро шла, точно стреляла. А Зайцева сегодня впервые подвела, обидно( #биатлон",0
"ну вот пропускаю тренировку(
кашляю и плачу",0
@DashaSelyunina наверное... Не хочу отпускать любимых(( сама знаешь о ком я...,0
чуть не разбил свою машинку-старушку ((( #голелед сволочь,0
Интернет привезут мне только 10 числа. Как прожить эти выходные? Я не знаю:(,0
"думал меня эта зараза пройдет стороной, но увы:( сейчас позвонил друг, жалуется что комп не работает, синий экран и все..",0
